ticker,company_name,ma_research_score,ma_rank,ma_band,portfolio_score,acquirability_score,market_data_confidence,integrity_diligence_score,execution_risk_score,leadership_risk_score,combined_diligence_risk,risk_coverage,confirmed_misconduct_count,confirmed_individual_finding_count,strategic_archetype,suggested_transaction_structure,decision_rule,primary_risk_drivers,interpretation
UPB,Upstream Bio Inc. Common Stock,70.16,144,high,57.38,100.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),70.13,145,high,83.73,50.0,41.6,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
TYRA,Tyra Biosciences Inc. Common Stock,70.11,146,high,58.74,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LRMR,Larimar Therapeutics Inc. Common Stock,70.08,147,high,57.24,100.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
HALO,Halozyme Therapeutics Inc. Common Stock,70.06,148,high,72.48,72.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LONA,LeonaBio Inc. Common Stock,70.05,149,high,75.19,65.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
COGT,Cogent Biosciences Inc. Common Stock,70.03,150,high,70.23,72.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,ma_candidate_risk_unscreened,No structure recommendation until execution-risk coverage is complete.,High M&A research rank; current risk collectors have no company-specific evidence.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CYTK,Cytokinetics Incorporated Common Stock,69.99,151,moderate,82.17,50.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IVVD,Invivyd Inc. Common Stock,69.76,152,moderate,73.57,65.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ODTX,Odyssey Therapeutics Inc. Common Stock,69.75,153,moderate,56.64,100.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
VTVT,vTv Therapeutics Inc. Class A Common Stock,69.68,154,moderate,74.51,65.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BBIO,BridgeBio Pharma Inc. Common Stock,69.65,155,moderate,83.73,50.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BLTE,Belite Bio Inc American Depositary Shares,69.64,156,moderate,71.71,72.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
WVE,Wave Life Sciences Ltd. Ordinary Shares,69.62,157,moderate,54.54,100.0,52.4,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GLSI,Greenwich LifeSciences Inc. Common Stock,69.61,158,moderate,75.47,65.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ZLAB,Zai Lab Limited American Depositary Shares,69.46,159,moderate,59.71,90.0,52.4,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MAIA,MAIA Biotechnology Inc. Common Stock,69.43,160,moderate,74.06,65.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
INSM,Insmed Incorporated Common Stock,69.39,161,moderate,81.06,50.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IMNM,Immunome Inc. Common Stock,69.33,162,moderate,59.15,90.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SLS,SELLAS Life Sciences Group Inc. Common Stock,69.33,163,moderate,60.24,90.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SABS,SAB Biotherapeutics Inc. Common Stock,69.27,164,moderate,53.59,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
HURA,TuHURA Biosciences Inc. Common Stock,69.22,165,moderate,74.76,65.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ZURA,Zura Bio Limited Class A Ordinary Shares,69.21,166,moderate,53.48,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,69.17,167,moderate,72.31,72.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
FTH,Faeth Therapeutics Inc. Common Stock,68.98,168,moderate,54.14,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CBIO,Crescent Biopharma Inc. Common Stock,68.9,169,moderate,55.09,100.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ENTA,Enanta Pharmaceuticals Inc. Common Stock,68.9,170,moderate,54.0,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PCVX,Vaxcyte Inc. Common Stock,68.83,171,moderate,71.68,72.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,68.82,172,moderate,53.86,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
DERM,Journey Medical Corporation Common Stock,68.81,173,moderate,71.83,65.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AXSM,Axsome Therapeutics Inc. Common Stock,68.75,174,moderate,83.55,50.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,68.73,175,moderate,80.97,50.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CLYM,Climb Bio Inc. Common Stock,68.6,176,moderate,53.46,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
TECX,Tectonic Therapeutic Inc. Common Stock,68.6,177,moderate,53.46,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
FATE,Fate Therapeutics Inc. Common Stock,68.59,178,moderate,52.35,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
XNCR,Xencor Inc. Common Stock,68.36,179,moderate,51.93,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
EPRX,Eupraxia Pharmaceuticals Inc. Common Stock,68.15,180,moderate,53.72,100.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SRRK,Scholar Rock Holding Corporation Common Stock,68.15,181,moderate,67.91,72.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,68.04,182,moderate,72.62,65.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PBLS,Parabilis Medicines Inc. Common Stock,67.88,183,moderate,57.6,90.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BMRN,BioMarin Pharmaceutical Inc. Common Stock,67.74,184,moderate,81.72,50.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
JBIO,Jade Biosciences Inc. Common Stock,67.69,185,moderate,51.79,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
OPK,OPKO Health Inc. Common Stock,67.68,186,moderate,51.78,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,67.55,187,moderate,81.36,50.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ACRS,Aclaris Therapeutics Inc. Common Stock,67.54,188,moderate,52.62,100.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
IRD,Opus Genetics Inc. Common Stock,67.48,189,moderate,50.33,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ALDX,Aldeyra Therapeutics Inc. Common Stock,67.25,190,moderate,70.09,65.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
DRUG,Bright Minds Biosciences Inc. Common Stock,67.21,191,moderate,52.12,100.0,30.8,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
UTHR,United Therapeutics Corporation Common Stock,67.14,192,moderate,76.99,50.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
RCKT,Rocket Pharmaceuticals Inc. Common Stock,67.13,193,moderate,49.69,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ANAB,AnaptysBio Inc. Common Stock,67.02,194,moderate,51.68,100.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
LXEO,Lexeo Therapeutics Inc. Common Stock,66.91,195,moderate,49.29,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CLLS,Cellectis S.A. American Depositary Shares,66.9,196,moderate,49.26,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ELDN,Eledon Pharmaceuticals Inc. Common Stock,66.61,197,moderate,50.93,100.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
MDWD,MediWound Ltd. Ordinary Shares,66.55,198,moderate,67.74,65.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
TNGX,Tango Therapeutics Inc.,66.28,199,moderate,53.6,90.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
QTTB,Q32 Bio Inc. Common Stock,66.25,200,moderate,49.19,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CGEM,Cullinan Therapeutics Inc. Common Stock,66.24,201,moderate,48.07,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PGEN,Precigen Inc. Common Stock,66.22,202,moderate,48.03,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
RNAC,Cartesian Therapeutics Inc. Common Stock,66.06,203,moderate,67.93,65.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
DSGN,Design Therapeutics Inc. Common Stock,65.93,204,moderate,48.6,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
FBRX,Forte Biosciences Inc. Common Stock,65.88,205,moderate,47.41,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ADCT,ADC Therapeutics SA Common Shares,65.85,206,moderate,67.65,65.0,42.8,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
EWTX,Edgewise Therapeutics Inc. Common Stock,65.8,207,moderate,56.37,90.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ARVN,Arvinas Inc. Common Stock,65.71,208,moderate,48.19,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SIGA,SIGA Technologies Inc. Common Stock,65.68,209,moderate,66.15,65.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SYRE,Spyre Therapeutics Inc. Common Stock,65.68,210,moderate,62.33,72.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SMMT,Summit Therapeutics Inc. Common Stock ,65.55,211,moderate,75.19,50.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
PLYX,Polaryx Therapeutics Inc. Common Stock,65.54,212,moderate,68.07,65.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BNTC,Benitec Biopharma Inc. Common Stock,65.48,213,moderate,46.69,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ERAS,Erasca Inc. Common Stock,65.44,214,moderate,61.88,72.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ABEO,Abeona Therapeutics Inc. Common Stock,65.1,215,moderate,46.01,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BNTX,BioNTech SE American Depositary Share,64.91,216,moderate,76.57,50.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
SPRB,Spruce Biosciences Inc. Common Stock,64.72,217,moderate,66.58,65.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
AKTS,Aktis Oncology Inc. Common stock,64.59,218,moderate,45.07,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ORIC,Oric Pharmaceuticals Inc. Common Stock,64.54,219,moderate,48.63,100.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
ABCL,AbCellera Biologics Inc. Common Shares,64.33,220,moderate,45.69,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
BEAM,Beam Therapeutics Inc. Common Stock,64.29,221,moderate,49.98,90.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
HUMA,Humacyte Inc. Common Stock,64.19,222,moderate,64.54,65.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
GLUE,Monte Rosa Therapeutics Inc. Common Stock,64.11,223,moderate,50.75,90.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
CTMX,CytomX Therapeutics Inc. Common Stock,63.99,224,moderate,45.06,100.0,44.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
EXEL,Exelixis Inc. Common Stock,63.99,225,moderate,74.89,50.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
KRYS,Krystal Biotech Inc. Common Stock,63.95,226,moderate,62.82,72.0,56.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
STRO,Sutro Biopharma Inc. Common Stock,63.64,227,moderate,45.53,100.0,32.0,0.0,0.0,0.0,0.0,limited_no_detected_signals,0,0,neutral_monitor,No transaction structure recommendation.,Neither axis currently crosses a review threshold.,[],Dual-axis research triage. M&A scores are not calibrated probabilities; risk scores are not findings of incompetence or fraud.
